0
3131
3483
3656
4441
4736
4855
4904
4932
6486
8253
8483
8667
14527
18073
24335
24597
25447
25453
29779
30945
31577
32309
34258
34403
36609
36884
36886
36985
37951
37968
38363
38509
40045
40520
40611
40741
41535
42064
42144
42948
2787
3114
3455
5252
5786
6953
6963
24021
31574
32362
38971
40030
42912
43066
45331
2787
3455
4174
5580
5822
7514
25388
25444
25526
32277
32362
34572
34904
35059
38325
38860
40160
40470
41747
41782
43066
43313
4274
6749
7033
18073
24524
24597
29779
31577
32309
34591
38603
38964
40650
44891
45457
2681
3113
4468
8290
23398
23405
24320
37052
